Geography,Sex,Year,Age_group,Rate
Saskatchewan,Female,2018,35 to 39,1.1
Saskatchewan,Female,2019,35 to 39,1.2
Saskatchewan,Female,2020,35 to 39,1.3
Alberta,Male,2016,35 to 39,1.5
Alberta,Male,2017,35 to 39,1.7
Alberta,Male,2018,35 to 39,1.6
Alberta,Male,2019,35 to 39,1.5
Alberta,Male,2020,35 to 39,2
Alberta,Female,2016,35 to 39,0.7
Alberta,Female,2017,35 to 39,0.7
Alberta,Female,2018,35 to 39,0.7
Alberta,Female,2019,35 to 39,0.7
Alberta,Female,2020,35 to 39,0.9
British Columbia,Male,2016,35 to 39,1.4
British Columbia,Male,2017,35 to 39,1.8
British Columbia,Male,2018,35 to 39,1.9
British Columbia,Male,2019,35 to 39,1.5
British Columbia,Male,2020,35 to 39,2
British Columbia,Female,2016,35 to 39,0.7
British Columbia,Female,2017,35 to 39,0.7
British Columbia,Female,2018,35 to 39,0.9
British Columbia,Female,2019,35 to 39,0.8
British Columbia,Female,2020,35 to 39,0.9
Northwest Territories,Male,2016,35 to 39,0
Northwest Territories,Male,2017,35 to 39,2.3
Northwest Territories,Male,2018,35 to 39,4.1
Northwest Territories,Male,2019,35 to 39,2.3
Northwest Territories,Male,2020,35 to 39,5.2
Northwest Territories,Female,2016,35 to 39,0
Northwest Territories,Female,2017,35 to 39,1.1
Northwest Territories,Female,2018,35 to 39,1.7
Northwest Territories,Female,2019,35 to 39,0.6
Northwest Territories,Female,2020,35 to 39,1.8
Nunavut,Male,2016,35 to 39,2.4
Nunavut,Male,2017,35 to 39,3
Nunavut,Male,2018,35 to 39,2.2
Nunavut,Male,2019,35 to 39,2.2
Nunavut,Male,2020,35 to 39,2.8
Nunavut,Female,2016,35 to 39,1.6
Nunavut,Female,2017,35 to 39,1.6
Nunavut,Female,2018,35 to 39,1.6
Nunavut,Female,2019,35 to 39,2.3
Nunavut,Female,2020,35 to 39,2.2
Newfoundland and Labrador,Male,2016,40 to 44,1.6
Newfoundland and Labrador,Male,2017,40 to 44,2
Newfoundland and Labrador,Male,2018,40 to 44,1.8
Newfoundland and Labrador,Male,2019,40 to 44,1.9
Newfoundland and Labrador,Male,2020,40 to 44,2.8
Newfoundland and Labrador,Female,2016,40 to 44,0.9
Newfoundland and Labrador,Female,2017,40 to 44,1.5
Newfoundland and Labrador,Female,2018,40 to 44,1.1
Newfoundland and Labrador,Female,2019,40 to 44,1.3
Newfoundland and Labrador,Female,2020,40 to 44,1
Prince Edward Island,Male,2016,40 to 44,0.9
Prince Edward Island,Male,2017,40 to 44,1.6
Prince Edward Island,Male,2018,40 to 44,0.9
Prince Edward Island,Male,2019,40 to 44,1.5
Prince Edward Island,Male,2020,40 to 44,1.9
Prince Edward Island,Female,2016,40 to 44,1.3
Prince Edward Island,Female,2017,40 to 44,1.3
Prince Edward Island,Female,2018,40 to 44,0.6
Prince Edward Island,Female,2019,40 to 44,0.4
Prince Edward Island,Female,2020,40 to 44,0.6
Nova Scotia,Male,2016,40 to 44,1.6
Nova Scotia,Male,2017,40 to 44,2.1
Nova Scotia,Male,2018,40 to 44,1.8
Nova Scotia,Male,2019,40 to 44,1.3
Nova Scotia,Male,2020,40 to 44,2.1
Nova Scotia,Female,2016,40 to 44,1
Nova Scotia,Female,2017,40 to 44,0.7
Nova Scotia,Female,2018,40 to 44,1
Nova Scotia,Female,2019,40 to 44,1.2
Nova Scotia,Female,2020,40 to 44,0.8
New Brunswick,Male,2016,40 to 44,1.7
New Brunswick,Male,2017,40 to 44,1.5
New Brunswick,Male,2018,40 to 44,1.7
New Brunswick,Male,2019,40 to 44,1.8
New Brunswick,Male,2020,40 to 44,1.9
New Brunswick,Female,2016,40 to 44,1.2
New Brunswick,Female,2017,40 to 44,1.2
New Brunswick,Female,2018,40 to 44,0.8
New Brunswick,Female,2019,40 to 44,1.3
New Brunswick,Female,2020,40 to 44,1.1
Quebec,Male,2016,40 to 44,1.2
Quebec,Male,2017,40 to 44,1.1
Quebec,Male,2018,40 to 44,1.2
Quebec,Male,2019,40 to 44,1.1
Quebec,Male,2020,40 to 44,1.3
Quebec,Female,2016,40 to 44,0.7
Quebec,Female,2017,40 to 44,0.7
Quebec,Female,2018,40 to 44,0.7
Quebec,Female,2019,40 to 44,0.7
Quebec,Female,2020,40 to 44,0.8
Ontario,Male,2016,40 to 44,1.5
Ontario,Male,2017,40 to 44,1.4
Ontario,Male,2018,40 to 44,1.6
Ontario,Male,2019,40 to 44,1.6
Ontario,Male,2020,40 to 44,1.9
Ontario,Female,2016,40 to 44,0.9
Ontario,Female,2017,40 to 44,0.8
Ontario,Female,2018,40 to 44,0.9
Ontario,Female,2019,40 to 44,0.9
Ontario,Female,2020,40 to 44,1
Manitoba,Male,2016,40 to 44,2.1
Manitoba,Male,2017,40 to 44,2.1
Manitoba,Male,2018,40 to 44,2.2
Manitoba,Male,2019,40 to 44,2.2
Manitoba,Male,2020,40 to 44,2.7
Manitoba,Female,2016,40 to 44,1.6
Manitoba,Female,2017,40 to 44,1.4
Manitoba,Female,2018,40 to 44,1.4
Manitoba,Female,2019,40 to 44,1.3
Manitoba,Female,2020,40 to 44,1.6
Saskatchewan,Male,2016,40 to 44,2
Saskatchewan,Male,2017,40 to 44,2
Saskatchewan,Male,2018,40 to 44,2.4
Saskatchewan,Male,2019,40 to 44,2.1
Saskatchewan,Male,2020,40 to 44,2.4
Saskatchewan,Female,2016,40 to 44,1.8
Saskatchewan,Female,2017,40 to 44,1.5
Saskatchewan,Female,2018,40 to 44,1.3
Saskatchewan,Female,2019,40 to 44,1.5
Saskatchewan,Female,2020,40 to 44,1.1
Alberta,Male,2016,40 to 44,1.6
Alberta,Male,2017,40 to 44,1.8
Alberta,Male,2018,40 to 44,1.6
Alberta,Male,2019,40 to 44,1.8
Alberta,Male,2020,40 to 44,2.4
Alberta,Female,2016,40 to 44,1.2
Alberta,Female,2017,40 to 44,1
Alberta,Female,2018,40 to 44,1.1
Alberta,Female,2019,40 to 44,1
Alberta,Female,2020,40 to 44,1.2
British Columbia,Male,2016,40 to 44,1.9
British Columbia,Male,2017,40 to 44,2
British Columbia,Male,2018,40 to 44,2.2
British Columbia,Male,2019,40 to 44,1.7
British Columbia,Male,2020,40 to 44,2.5
British Columbia,Female,2016,40 to 44,0.8
British Columbia,Female,2017,40 to 44,0.9
British Columbia,Female,2018,40 to 44,0.9
British Columbia,Female,2019,40 to 44,0.9
British Columbia,Female,2020,40 to 44,1
Northwest Territories,Male,2016,40 to 44,2
Northwest Territories,Male,2017,40 to 44,4.8
Northwest Territories,Male,2018,40 to 44,2.7
Northwest Territories,Male,2019,40 to 44,1.9
Northwest Territories,Male,2020,40 to 44,4.3
Northwest Territories,Female,2016,40 to 44,0.6
Northwest Territories,Female,2017,40 to 44,1.9
Northwest Territories,Female,2018,40 to 44,2.6
Northwest Territories,Female,2019,40 to 44,1.2
Northwest Territories,Female,2020,40 to 44,3.5
Nunavut,Male,2016,40 to 44,4.5
Nunavut,Male,2017,40 to 44,3.6
Nunavut,Male,2018,40 to 44,5.3
Nunavut,Male,2019,40 to 44,3.5
Nunavut,Male,2020,40 to 44,4.2
Nunavut,Female,2016,40 to 44,1
Nunavut,Female,2017,40 to 44,1
Nunavut,Female,2018,40 to 44,3
Nunavut,Female,2019,40 to 44,0
Nunavut,Female,2020,40 to 44,4.3
Newfoundland and Labrador,Male,2016,45 to 49,2.7
Newfoundland and Labrador,Male,2017,45 to 49,3.2
Newfoundland and Labrador,Male,2018,45 to 49,2.3
Newfoundland and Labrador,Male,2019,45 to 49,2.4
Newfoundland and Labrador,Male,2020,45 to 49,3.6
Newfoundland and Labrador,Female,2016,45 to 49,2.1
Newfoundland and Labrador,Female,2017,45 to 49,2.1
Newfoundland and Labrador,Female,2018,45 to 49,2.1
Newfoundland and Labrador,Female,2019,45 to 49,1.5
Newfoundland and Labrador,Female,2020,45 to 49,2
Prince Edward Island,Male,2016,45 to 49,2.7
Prince Edward Island,Male,2017,45 to 49,2.9
Prince Edward Island,Male,2018,45 to 49,1.6
Prince Edward Island,Male,2019,45 to 49,2.4
Prince Edward Island,Male,2020,45 to 49,2.2
Prince Edward Island,Female,2016,45 to 49,1.4
Prince Edward Island,Female,2017,45 to 49,1.4
Prince Edward Island,Female,2018,45 to 49,0.6
Prince Edward Island,Female,2019,45 to 49,1.3
Prince Edward Island,Female,2020,45 to 49,1
Nova Scotia,Male,2016,45 to 49,3.1
Nova Scotia,Male,2017,45 to 49,2.7
Nova Scotia,Male,2018,45 to 49,2.3
Nova Scotia,Male,2019,45 to 49,2.4
Nova Scotia,Male,2020,45 to 49,2.6
Nova Scotia,Female,2016,45 to 49,1.4
Nova Scotia,Female,2017,45 to 49,1.5
Nova Scotia,Female,2018,45 to 49,1.7
Nova Scotia,Female,2019,45 to 49,1.9
Nova Scotia,Female,2020,45 to 49,1.7
New Brunswick,Male,2016,45 to 49,2.5
New Brunswick,Male,2017,45 to 49,2.4
New Brunswick,Male,2018,45 to 49,2.6
New Brunswick,Male,2019,45 to 49,2.3
New Brunswick,Male,2020,45 to 49,2.8
New Brunswick,Female,2016,45 to 49,1.7
New Brunswick,Female,2017,45 to 49,1.8
New Brunswick,Female,2018,45 to 49,1.9
New Brunswick,Female,2019,45 to 49,1.3
New Brunswick,Female,2020,45 to 49,1.7
Quebec,Male,2016,45 to 49,2
Quebec,Male,2017,45 to 49,1.8
Quebec,Male,2018,45 to 49,1.8
Quebec,Male,2019,45 to 49,1.8
Quebec,Male,2020,45 to 49,2
Quebec,Female,2016,45 to 49,1.4
Quebec,Female,2017,45 to 49,1.3
Quebec,Female,2018,45 to 49,1.1
Quebec,Female,2019,45 to 49,1.2
Quebec,Female,2020,45 to 49,1.2
Ontario,Male,2016,45 to 49,2.1
Ontario,Male,2017,45 to 49,2.2
Ontario,Male,2018,45 to 49,2.3
Ontario,Male,2019,45 to 49,2.2
Ontario,Male,2020,45 to 49,2.4
Ontario,Female,2016,45 to 49,1.4
Ontario,Female,2017,45 to 49,1.3
Ontario,Female,2018,45 to 49,1.4
Ontario,Female,2019,45 to 49,1.3
Ontario,Female,2020,45 to 49,1.4
Manitoba,Male,2016,45 to 49,3
Manitoba,Male,2017,45 to 49,2.8
Manitoba,Male,2018,45 to 49,2.6
Manitoba,Male,2019,45 to 49,2.9
Manitoba,Male,2020,45 to 49,3.5
Manitoba,Female,2016,45 to 49,2
Manitoba,Female,2017,45 to 49,2
Manitoba,Female,2018,45 to 49,2.1
Manitoba,Female,2019,45 to 49,1.7
Manitoba,Female,2020,45 to 49,2.4
Saskatchewan,Male,2016,45 to 49,3.2
Saskatchewan,Male,2017,45 to 49,3.5
Saskatchewan,Male,2018,45 to 49,2.9
Saskatchewan,Male,2019,45 to 49,2.7
Saskatchewan,Male,2020,45 to 49,3.9
Saskatchewan,Female,2016,45 to 49,2.1
Saskatchewan,Female,2017,45 to 49,1.9
Saskatchewan,Female,2018,45 to 49,2.6
Saskatchewan,Female,2019,45 to 49,1.7
Saskatchewan,Female,2020,45 to 49,2.4
Alberta,Male,2016,45 to 49,2.6
Alberta,Male,2017,45 to 49,2.4
Alberta,Male,2018,45 to 49,2.7
Alberta,Male,2019,45 to 49,2.5
Alberta,Male,2020,45 to 49,3
Alberta,Female,2016,45 to 49,1.5
Alberta,Female,2017,45 to 49,1.7
Alberta,Female,2018,45 to 49,1.4
Alberta,Female,2019,45 to 49,1.6
Alberta,Female,2020,45 to 49,1.8
British Columbia,Male,2016,45 to 49,2.5
British Columbia,Male,2017,45 to 49,2.9
British Columbia,Male,2018,45 to 49,2.7
British Columbia,Male,2019,45 to 49,2.5
British Columbia,Male,2020,45 to 49,3.2
British Columbia,Female,2016,45 to 49,1.4
British Columbia,Female,2017,45 to 49,1.5
British Columbia,Female,2018,45 to 49,1.3
British Columbia,Female,2019,45 to 49,1.6
British Columbia,Female,2020,45 to 49,1.5
Northwest Territories,Male,2016,45 to 49,3.5
Northwest Territories,Male,2017,45 to 49,2.9
Northwest Territories,Male,2018,45 to 49,1.8
Northwest Territories,Male,2019,45 to 49,4.7
Northwest Territories,Male,2020,45 to 49,7
Northwest Territories,Female,2016,45 to 49,0.6
Northwest Territories,Female,2017,45 to 49,3.8
Northwest Territories,Female,2018,45 to 49,3.2
Northwest Territories,Female,2019,45 to 49,1.3
Northwest Territories,Female,2020,45 to 49,2.7
Nunavut,Male,2016,45 to 49,6.2
Nunavut,Male,2017,45 to 49,3.5
Nunavut,Male,2018,45 to 49,3.5
Nunavut,Male,2019,45 to 49,7
Nunavut,Male,2020,45 to 49,5.4
Nunavut,Female,2016,45 to 49,3.7
Nunavut,Female,2017,45 to 49,4.5
Nunavut,Female,2018,45 to 49,1.8
Nunavut,Female,2019,45 to 49,2.8
Nunavut,Female,2020,45 to 49,7.6
Newfoundland and Labrador,Male,2016,50 to 54,4
Newfoundland and Labrador,Male,2017,50 to 54,3.9
Newfoundland and Labrador,Male,2018,50 to 54,4.5
Newfoundland and Labrador,Male,2019,50 to 54,4.6
Newfoundland and Labrador,Male,2020,50 to 54,5.6
Newfoundland and Labrador,Female,2016,50 to 54,3.3
Newfoundland and Labrador,Female,2017,50 to 54,2.4
Newfoundland and Labrador,Female,2018,50 to 54,2.7
Newfoundland and Labrador,Female,2019,50 to 54,2.5
Newfoundland and Labrador,Female,2020,50 to 54,3.1
Prince Edward Island,Male,2016,50 to 54,4.7
Prince Edward Island,Male,2017,50 to 54,4
Prince Edward Island,Male,2018,50 to 54,3.6
Prince Edward Island,Male,2019,50 to 54,4.2
Prince Edward Island,Male,2020,50 to 54,2.9
Prince Edward Island,Female,2016,50 to 54,2.6
Prince Edward Island,Female,2017,50 to 54,2.8
Prince Edward Island,Female,2018,50 to 54,1.3
Prince Edward Island,Female,2019,50 to 54,1.7
Prince Edward Island,Female,2020,50 to 54,2.1
Nova Scotia,Male,2016,50 to 54,3.8
Nova Scotia,Male,2017,50 to 54,4.7
Nova Scotia,Male,2018,50 to 54,4.9
Nova Scotia,Male,2019,50 to 54,3.9
Nova Scotia,Male,2020,50 to 54,4
Nova Scotia,Female,2016,50 to 54,2.3
Nova Scotia,Female,2017,50 to 54,3.3
Nova Scotia,Female,2018,50 to 54,2.4
Nova Scotia,Female,2019,50 to 54,2.1
Nova Scotia,Female,2020,50 to 54,2.2
New Brunswick,Male,2016,50 to 54,4.1
New Brunswick,Male,2017,50 to 54,3.6
New Brunswick,Male,2018,50 to 54,4.2
New Brunswick,Male,2019,50 to 54,3.7
New Brunswick,Male,2020,50 to 54,3.6
New Brunswick,Female,2016,50 to 54,2.6
New Brunswick,Female,2017,50 to 54,2.7
New Brunswick,Female,2018,50 to 54,3.1
New Brunswick,Female,2019,50 to 54,2.7
New Brunswick,Female,2020,50 to 54,2.7
Quebec,Male,2016,50 to 54,3.3
Quebec,Male,2017,50 to 54,3.3
Quebec,Male,2018,50 to 54,3.1
Quebec,Male,2019,50 to 54,3
Quebec,Male,2020,50 to 54,2.9
Quebec,Female,2016,50 to 54,2.2
Quebec,Female,2017,50 to 54,2.3
Quebec,Female,2018,50 to 54,2.1
Quebec,Female,2019,50 to 54,2.1
Quebec,Female,2020,50 to 54,2.1
Ontario,Male,2016,50 to 54,3.4
Ontario,Male,2017,50 to 54,3.4
Ontario,Male,2018,50 to 54,3.5
Ontario,Male,2019,50 to 54,3.4
Ontario,Male,2020,50 to 54,3.8
Ontario,Female,2016,50 to 54,2.3
Ontario,Female,2017,50 to 54,2.2
Ontario,Female,2018,50 to 54,2.2
Ontario,Female,2019,50 to 54,2.2
Ontario,Female,2020,50 to 54,2.2
Manitoba,Male,2016,50 to 54,4.6
Manitoba,Male,2017,50 to 54,4.7
Manitoba,Male,2018,50 to 54,4.7
Manitoba,Male,2019,50 to 54,4.4
Manitoba,Male,2020,50 to 54,5.2
Manitoba,Female,2016,50 to 54,3.1
Manitoba,Female,2017,50 to 54,3
Manitoba,Female,2018,50 to 54,3.5
Manitoba,Female,2019,50 to 54,3.3
Manitoba,Female,2020,50 to 54,2.9
Saskatchewan,Male,2016,50 to 54,4.5
Saskatchewan,Male,2017,50 to 54,4.5
Saskatchewan,Male,2018,50 to 54,5
Saskatchewan,Male,2019,50 to 54,4.7
Saskatchewan,Male,2020,50 to 54,5.2
Saskatchewan,Female,2016,50 to 54,3.2
Saskatchewan,Female,2017,50 to 54,2.8
Saskatchewan,Female,2018,50 to 54,2.9
Saskatchewan,Female,2019,50 to 54,2.8
Saskatchewan,Female,2020,50 to 54,3.2
Alberta,Male,2016,50 to 54,3.9
Alberta,Male,2017,50 to 54,3.8
Alberta,Male,2018,50 to 54,4.2
Alberta,Male,2019,50 to 54,3.6
Alberta,Male,2020,50 to 54,4.4
Alberta,Female,2016,50 to 54,2.9
Alberta,Female,2017,50 to 54,2.5
Alberta,Female,2018,50 to 54,2.3
Alberta,Female,2019,50 to 54,2.4
Alberta,Female,2020,50 to 54,2.8
British Columbia,Male,2016,50 to 54,3.6
British Columbia,Male,2017,50 to 54,4
British Columbia,Male,2018,50 to 54,4
British Columbia,Male,2019,50 to 54,3.7
British Columbia,Male,2020,50 to 54,4.2
British Columbia,Female,2016,50 to 54,2.3
British Columbia,Female,2017,50 to 54,2.3
British Columbia,Female,2018,50 to 54,2.1
British Columbia,Female,2019,50 to 54,2
British Columbia,Female,2020,50 to 54,2.1
Northwest Territories,Male,2016,50 to 54,3.2
Northwest Territories,Male,2017,50 to 54,3.9
Northwest Territories,Male,2018,50 to 54,2.9
Northwest Territories,Male,2019,50 to 54,5.3
Northwest Territories,Male,2020,50 to 54,3
Northwest Territories,Female,2016,50 to 54,2.3
Northwest Territories,Female,2017,50 to 54,3.5
Northwest Territories,Female,2018,50 to 54,4.7
Northwest Territories,Female,2019,50 to 54,3.7
Northwest Territories,Female,2020,50 to 54,4.9
Nunavut,Male,2016,50 to 54,2.9
Nunavut,Male,2017,50 to 54,3.6
Nunavut,Male,2018,50 to 54,6
Nunavut,Male,2019,50 to 54,7.6
Nunavut,Male,2020,50 to 54,7.4
Nunavut,Female,2016,50 to 54,7.5
Nunavut,Female,2017,50 to 54,1
Nunavut,Female,2018,50 to 54,5.9
Nunavut,Female,2019,50 to 54,6.8
Nunavut,Female,2020,50 to 54,4.7
Newfoundland and Labrador,Male,2016,55 to 59,7
Newfoundland and Labrador,Male,2017,55 to 59,6.4
Newfoundland and Labrador,Male,2018,55 to 59,6.8
Newfoundland and Labrador,Male,2019,55 to 59,6.5
Newfoundland and Labrador,Male,2020,55 to 59,6.6
Newfoundland and Labrador,Female,2016,55 to 59,4.1
Newfoundland and Labrador,Female,2017,55 to 59,4.8
Newfoundland and Labrador,Female,2018,55 to 59,4.1
Newfoundland and Labrador,Female,2019,55 to 59,5
Newfoundland and Labrador,Female,2020,55 to 59,4.4
Prince Edward Island,Male,2016,55 to 59,4.9
Prince Edward Island,Male,2017,55 to 59,6.9
Prince Edward Island,Male,2018,55 to 59,4.5
Prince Edward Island,Male,2019,55 to 59,7.3
Prince Edward Island,Male,2020,55 to 59,5.5
Prince Edward Island,Female,2016,55 to 59,3.5
Prince Edward Island,Female,2017,55 to 59,3.2
Prince Edward Island,Female,2018,55 to 59,3.6
Prince Edward Island,Female,2019,55 to 59,3.7
Prince Edward Island,Female,2020,55 to 59,2.7
Nova Scotia,Male,2016,55 to 59,6.7
Nova Scotia,Male,2017,55 to 59,6.9
Nova Scotia,Male,2018,55 to 59,6.6
Nova Scotia,Male,2019,55 to 59,6.1
Nova Scotia,Male,2020,55 to 59,7.6
Nova Scotia,Female,2016,55 to 59,4.3
Nova Scotia,Female,2017,55 to 59,4.4
Nova Scotia,Female,2018,55 to 59,3.9
Nova Scotia,Female,2019,55 to 59,4.7
Nova Scotia,Female,2020,55 to 59,4.2
New Brunswick,Male,2016,55 to 59,6.6
New Brunswick,Male,2017,55 to 59,6.7
New Brunswick,Male,2018,55 to 59,6.3
New Brunswick,Male,2019,55 to 59,5.6
New Brunswick,Male,2020,55 to 59,5.5
New Brunswick,Female,2016,55 to 59,4
New Brunswick,Female,2017,55 to 59,4.8
New Brunswick,Female,2018,55 to 59,4.3
New Brunswick,Female,2019,55 to 59,4.3
New Brunswick,Female,2020,55 to 59,4.7
Quebec,Male,2016,55 to 59,5.2
Quebec,Male,2017,55 to 59,5.2
Quebec,Male,2018,55 to 59,5
Quebec,Male,2019,55 to 59,4.9
Quebec,Male,2020,55 to 59,5.1
Quebec,Female,2016,55 to 59,3.7
Quebec,Female,2017,55 to 59,3.8
Quebec,Female,2018,55 to 59,3.6
Quebec,Female,2019,55 to 59,3.3
Quebec,Female,2020,55 to 59,3.4
Ontario,Male,2016,55 to 59,5.7
Ontario,Male,2017,55 to 59,5.5
Ontario,Male,2018,55 to 59,5.4
Ontario,Male,2019,55 to 59,5.6
Ontario,Male,2020,55 to 59,5.8
Ontario,Female,2016,55 to 59,3.6
Ontario,Female,2017,55 to 59,3.6
Ontario,Female,2018,55 to 59,3.5
Ontario,Female,2019,55 to 59,3.3
Ontario,Female,2020,55 to 59,3.7
Manitoba,Male,2016,55 to 59,6.9
Manitoba,Male,2017,55 to 59,6.7
Manitoba,Male,2018,55 to 59,6.9
Manitoba,Male,2019,55 to 59,7.6
Manitoba,Male,2020,55 to 59,6.7
Manitoba,Female,2016,55 to 59,4.3
Manitoba,Female,2017,55 to 59,4.8
Manitoba,Female,2018,55 to 59,4.4
Manitoba,Female,2019,55 to 59,4.3
Manitoba,Female,2020,55 to 59,5
Saskatchewan,Male,2016,55 to 59,6.5
Saskatchewan,Male,2017,55 to 59,6
Saskatchewan,Male,2018,55 to 59,6.8
Saskatchewan,Male,2019,55 to 59,6.2
Saskatchewan,Male,2020,55 to 59,8.1
Saskatchewan,Female,2016,55 to 59,3.9
Saskatchewan,Female,2017,55 to 59,3.9
Saskatchewan,Female,2018,55 to 59,4.6
Saskatchewan,Female,2019,55 to 59,4.2
Saskatchewan,Female,2020,55 to 59,4.9
Alberta,Male,2016,55 to 59,6.1
Alberta,Male,2017,55 to 59,6.1
Alberta,Male,2018,55 to 59,6.2
Alberta,Male,2019,55 to 59,5.7
Alberta,Male,2020,55 to 59,6.7
Alberta,Female,2016,55 to 59,3.8
Alberta,Female,2017,55 to 59,3.7
Alberta,Female,2018,55 to 59,3.9
Alberta,Female,2019,55 to 59,3.7
Alberta,Female,2020,55 to 59,3.6
British Columbia,Male,2016,55 to 59,5.4
British Columbia,Male,2017,55 to 59,5.7
British Columbia,Male,2018,55 to 59,6
British Columbia,Male,2019,55 to 59,5.4
British Columbia,Male,2020,55 to 59,6.5
British Columbia,Female,2016,55 to 59,3.6
British Columbia,Female,2017,55 to 59,3.3
British Columbia,Female,2018,55 to 59,3.2
British Columbia,Female,2019,55 to 59,3.2
British Columbia,Female,2020,55 to 59,3.4
Northwest Territories,Male,2016,55 to 59,9.1
Northwest Territories,Male,2017,55 to 59,3.5
Northwest Territories,Male,2018,55 to 59,1.7
Northwest Territories,Male,2019,55 to 59,6.1
Northwest Territories,Male,2020,55 to 59,9.1
